Setting,Scenario,Protocol,BottleneckMbps,BaseOwdMs,Flows,SinkPort,Goodput_Mbps,Util,Delay_ms,Jitter_ms,Loss_pct,Jain,Source
tcp_only,wifi_n,TcpNewReno,50.0,14.0,3,49153/50000,49.8,0.996,38.2184,0.3358,0.0395,0.9983,logs/comparison/wifi_n_TcpNewReno.flowmonitor
tcp_only,wifi_n,TcpSwift,50.0,14.0,3,49153/50000,49.88,0.9975,78.1565,0.8201,0.0,0.9999,logs/comparison/wifi_n_TcpSwift.flowmonitor
udp_burst,asymmetric_high,TcpBbr,1000.0,0.012,3,49153/50000,55.88,0.0559,0.1735,0.0041,0.0,0.9757,logs/comparison-udp/asymmetric_high_TcpBbr.flowmonitor
udp_burst,asymmetric_high,TcpCubic,1000.0,0.012,3,49153/50000,804.53,0.8045,5.1986,0.0444,0.0017,0.9999,logs/comparison-udp/asymmetric_high_TcpCubic.flowmonitor
udp_burst,asymmetric_high,TcpNewReno,1000.0,0.012,3,49153/50000,804.13,0.8041,5.9298,0.0444,0.0073,0.9999,logs/comparison-udp/asymmetric_high_TcpNewReno.flowmonitor
udp_burst,asymmetric_high,TcpSwift,1000.0,0.012,3,49153/50000,806.06,0.8061,8.2767,0.0472,0.0,0.9999,logs/comparison-udp/asymmetric_high_TcpSwift.flowmonitor
udp_burst,congested_heavy,TcpBbr,1000.0,0.009,3,49153/50000,56.29,0.0563,0.1735,0.0051,0.0,0.9744,logs/comparison-udp/congested_heavy_TcpBbr.flowmonitor
udp_burst,congested_heavy,TcpCubic,1000.0,0.009,3,49153/50000,804.53,0.8045,5.2012,0.0444,0.0017,0.9999,logs/comparison-udp/congested_heavy_TcpCubic.flowmonitor
udp_burst,congested_heavy,TcpNewReno,1000.0,0.009,3,49153/50000,804.21,0.8042,5.9273,0.0444,0.0073,0.9999,logs/comparison-udp/congested_heavy_TcpNewReno.flowmonitor
udp_burst,congested_heavy,TcpSwift,1000.0,0.009,3,49153/50000,806.06,0.8061,8.2797,0.0472,0.0,0.9999,logs/comparison-udp/congested_heavy_TcpSwift.flowmonitor
udp_burst,congested_light,TcpBbr,5000.0,0.009,3,49153/5000,4220.5,0.8441,0.0179,0.0008,0.0,0.8048,logs/comparison-udp/congested_light_TcpBbr.flowmonitor
udp_burst,congested_light,TcpCubic,5000.0,0.009,3,49153/5000,4624.31,0.9249,4.2612,0.0077,0.0002,1.0,logs/comparison-udp/congested_light_TcpCubic.flowmonitor
udp_burst,congested_light,TcpNewReno,5000.0,0.009,3,49153/5000,4624.31,0.9249,4.2302,0.0077,0.0196,1.0,logs/comparison-udp/congested_light_TcpNewReno.flowmonitor
udp_burst,congested_light,TcpSwift,5000.0,0.009,3,49153/5000,4624.31,0.9249,1.5355,0.0078,0.0,1.0,logs/comparison-udp/congested_light_TcpSwift.flowmonitor
udp_burst,congested_medium,TcpBbr,2000.0,0.009,3,49153/50000,130.46,0.0652,0.0698,0.0021,0.0,0.985,logs/comparison-udp/congested_medium_TcpBbr.flowmonitor
udp_burst,congested_medium,TcpCubic,2000.0,0.009,3,49153/50000,1690.32,0.8452,4.4932,0.0212,0.0007,0.9999,logs/comparison-udp/congested_medium_TcpCubic.flowmonitor
udp_burst,congested_medium,TcpNewReno,2000.0,0.009,3,49153/5000,1689.59,0.8448,5.1019,0.0212,0.0206,0.9999,logs/comparison-udp/congested_medium_TcpNewReno.flowmonitor
udp_burst,congested_medium,TcpSwift,2000.0,0.009,3,49153/50000,1690.27,0.8451,4.2163,0.0212,0.0,0.9999,logs/comparison-udp/congested_medium_TcpSwift.flowmonitor
udp_burst,cross_dc_wan,TcpBbr,1000.0,5.02,3,49153/5000,772.03,0.772,12.9195,0.0068,0.0484,0.899,logs/comparison-udp/cross_dc_wan_TcpBbr.flowmonitor
udp_burst,cross_dc_wan,TcpCubic,1000.0,5.02,3,49153/50000,799.53,0.7995,9.0322,0.0404,0.0017,1.0,logs/comparison-udp/cross_dc_wan_TcpCubic.flowmonitor
udp_burst,cross_dc_wan,TcpNewReno,1000.0,5.02,3,49153/50000,781.1,0.7811,8.4652,0.0303,0.0021,0.9999,logs/comparison-udp/cross_dc_wan_TcpNewReno.flowmonitor
udp_burst,cross_dc_wan,TcpSwift,1000.0,5.02,3,49153/50000,661.93,0.6619,5.7669,0.0124,0.0,1.0,logs/comparison-udp/cross_dc_wan_TcpSwift.flowmonitor
udp_burst,cross_pod_10g,TcpBbr,10000.0,0.06,3,49153/50000,587.66,0.0588,0.0624,0.0001,0.0,1.0,logs/comparison-udp/cross_pod_10g_TcpBbr.flowmonitor
udp_burst,cross_pod_10g,TcpCubic,10000.0,0.06,3,49153/5000,9641.87,0.9642,4.5048,0.0037,0.0001,1.0,logs/comparison-udp/cross_pod_10g_TcpCubic.flowmonitor
udp_burst,cross_pod_10g,TcpNewReno,10000.0,0.06,3,49153/5000,9642.99,0.9643,3.9092,0.0037,0.0084,1.0,logs/comparison-udp/cross_pod_10g_TcpNewReno.flowmonitor
udp_burst,cross_pod_10g,TcpSwift,10000.0,0.06,3,49153/5000,9643.07,0.9643,0.6807,0.0037,0.0,1.0,logs/comparison-udp/cross_pod_10g_TcpSwift.flowmonitor
udp_burst,cross_pod_20g,TcpBbr,20000.0,0.06,3,49153/50000,594.85,0.0297,0.0611,0.0,0.0,1.0,logs/comparison-udp/cross_pod_20g_TcpBbr.flowmonitor
udp_burst,cross_pod_20g,TcpCubic,20000.0,0.06,3,49153/5000,19660.04,0.983,4.3385,0.0018,0.0062,1.0,logs/comparison-udp/cross_pod_20g_TcpCubic.flowmonitor
udp_burst,cross_pod_20g,TcpNewReno,20000.0,0.06,3,49153/5000,19663.55,0.9832,3.8084,0.0018,0.0046,1.0,logs/comparison-udp/cross_pod_20g_TcpNewReno.flowmonitor
udp_burst,cross_pod_20g,TcpSwift,20000.0,0.06,3,49153/5000,19662.09,0.9831,0.3033,0.0018,0.0,1.0,logs/comparison-udp/cross_pod_20g_TcpSwift.flowmonitor
udp_burst,dc_100g,TcpBbr,100000.0,0.004,3,49153/50000,2.2,0.0,0.0044,0.0,0.0,1.0,logs/comparison-udp/dc_100g_TcpBbr.flowmonitor
udp_burst,dc_100g,TcpCubic,100000.0,0.004,3,49153/5000,99569.63,0.9957,1.1876,0.0004,0.0007,1.0,logs/comparison-udp/dc_100g_TcpCubic.flowmonitor
udp_burst,dc_100g,TcpNewReno,100000.0,0.004,3,49153/5000,99570.09,0.9957,1.1162,0.0004,0.0019,1.0,logs/comparison-udp/dc_100g_TcpNewReno.flowmonitor
udp_burst,dc_100g,TcpSwift,100000.0,0.004,3,49153/5000,99570.13,0.9957,0.0677,0.0004,0.0,1.0,logs/comparison-udp/dc_100g_TcpSwift.flowmonitor
udp_burst,dc_100m,TcpBbr,100.0,0.009,3,49153/50000,12.8,0.128,6.0029,0.0454,0.0,0.9965,logs/comparison-udp/dc_100m_TcpBbr.flowmonitor
udp_burst,dc_100m,TcpCubic,100.0,0.009,3,49153/50000,76.52,0.7652,15.0398,0.4648,0.0296,0.9999,logs/comparison-udp/dc_100m_TcpCubic.flowmonitor
udp_burst,dc_100m,TcpNewReno,100.0,0.009,3,49153/50000,75.51,0.7551,15.7489,0.3695,0.1238,0.9998,logs/comparison-udp/dc_100m_TcpNewReno.flowmonitor
udp_burst,dc_100m,TcpSwift,100.0,0.009,3,49153/50000,76.52,0.7652,41.3311,0.5679,0.0,0.9999,logs/comparison-udp/dc_100m_TcpSwift.flowmonitor
udp_burst,dc_500m,TcpBbr,500.0,0.009,3,49153/50000,27.95,0.0559,0.279,0.0129,0.0,0.873,logs/comparison-udp/dc_500m_TcpBbr.flowmonitor
udp_burst,dc_500m,TcpCubic,500.0,0.009,3,49153/50000,382.56,0.7651,6.5228,0.0934,0.0041,0.9999,logs/comparison-udp/dc_500m_TcpCubic.flowmonitor
udp_burst,dc_500m,TcpNewReno,500.0,0.009,3,49153/50000,382.56,0.7651,7.209,0.0934,0.0195,0.9999,logs/comparison-udp/dc_500m_TcpNewReno.flowmonitor
udp_burst,dc_500m,TcpSwift,500.0,0.009,3,49153/50000,382.56,0.7651,11.1562,0.113,0.0,0.9999,logs/comparison-udp/dc_500m_TcpSwift.flowmonitor
udp_burst,dc_oversub_10to1,TcpBbr,1000.0,0.009,3,49153/50000,56.29,0.0563,0.1735,0.0051,0.0,0.9744,logs/comparison-udp/dc_oversub_10to1_TcpBbr.flowmonitor
udp_burst,dc_oversub_10to1,TcpCubic,1000.0,0.009,3,49153/50000,804.53,0.8045,5.2012,0.0444,0.0017,0.9999,logs/comparison-udp/dc_oversub_10to1_TcpCubic.flowmonitor
udp_burst,dc_oversub_10to1,TcpNewReno,1000.0,0.009,3,49153/50000,804.21,0.8042,5.9273,0.0444,0.0073,0.9999,logs/comparison-udp/dc_oversub_10to1_TcpNewReno.flowmonitor
udp_burst,dc_oversub_10to1,TcpSwift,1000.0,0.009,3,49153/50000,806.06,0.8061,8.2797,0.0472,0.0,0.9999,logs/comparison-udp/dc_oversub_10to1_TcpSwift.flowmonitor
udp_burst,intra_rack_10g,TcpBbr,10000.0,0.004,3,49153/50000,2.23,0.0002,0.0062,0.0,0.0,1.0,logs/comparison-udp/intra_rack_10g_TcpBbr.flowmonitor
udp_burst,intra_rack_10g,TcpCubic,10000.0,0.004,3,49153/50000,9643.31,0.9643,4.4464,0.0037,0.0001,1.0,logs/comparison-udp/intra_rack_10g_TcpCubic.flowmonitor
udp_burst,intra_rack_10g,TcpNewReno,10000.0,0.004,3,49153/50000,9643.32,0.9643,3.9049,0.0037,0.0089,1.0,logs/comparison-udp/intra_rack_10g_TcpNewReno.flowmonitor
udp_burst,intra_rack_10g,TcpSwift,10000.0,0.004,3,49153/50000,9643.32,0.9643,0.7367,0.0037,0.0,1.0,logs/comparison-udp/intra_rack_10g_TcpSwift.flowmonitor
udp_burst,intra_rack_25g,TcpBbr,25000.0,0.004,3,49153/50000,2.2,0.0001,0.0055,0.0,0.0,0.9999,logs/comparison-udp/intra_rack_25g_TcpBbr.flowmonitor
udp_burst,intra_rack_25g,TcpCubic,25000.0,0.004,3,49153/50000,24700.55,0.988,4.379,0.0014,0.0062,1.0,logs/comparison-udp/intra_rack_25g_TcpCubic.flowmonitor
udp_burst,intra_rack_25g,TcpNewReno,25000.0,0.004,3,49153/50000,24700.56,0.988,3.7702,0.0014,0.0038,1.0,logs/comparison-udp/intra_rack_25g_TcpNewReno.flowmonitor
udp_burst,intra_rack_25g,TcpSwift,25000.0,0.004,3,49153/50000,24700.56,0.988,0.2852,0.0014,0.0,1.0,logs/comparison-udp/intra_rack_25g_TcpSwift.flowmonitor
udp_burst,leaf_spine_20g,TcpBbr,20000.0,0.009,3,49153/50000,7425.98,0.3713,0.0101,0.0001,0.0,1.0,logs/comparison-udp/leaf_spine_20g_TcpBbr.flowmonitor
udp_burst,leaf_spine_20g,TcpCubic,20000.0,0.009,3,49153/50000,19664.29,0.9832,4.2988,0.0018,0.0057,1.0,logs/comparison-udp/leaf_spine_20g_TcpCubic.flowmonitor
udp_burst,leaf_spine_20g,TcpNewReno,20000.0,0.009,3,49153/50000,19664.36,0.9832,3.7727,0.0018,0.0047,1.0,logs/comparison-udp/leaf_spine_20g_TcpNewReno.flowmonitor
udp_burst,leaf_spine_20g,TcpSwift,20000.0,0.009,3,49153/50000,19664.37,0.9832,0.3542,0.0018,0.0,1.0,logs/comparison-udp/leaf_spine_20g_TcpSwift.flowmonitor
udp_burst,leaf_spine_50g,TcpBbr,50000.0,0.009,3,49153/5000,7608.21,0.1522,0.0097,0.0,0.0,1.0,logs/comparison-udp/leaf_spine_50g_TcpBbr.flowmonitor
udp_burst,leaf_spine_50g,TcpCubic,50000.0,0.009,3,49153/5000,49793.56,0.9959,2.3845,0.0007,0.0013,1.0,logs/comparison-udp/leaf_spine_50g_TcpCubic.flowmonitor
udp_burst,leaf_spine_50g,TcpNewReno,50000.0,0.009,3,49153/50000,49794.23,0.9959,2.2274,0.0007,0.0028,1.0,logs/comparison-udp/leaf_spine_50g_TcpNewReno.flowmonitor
udp_burst,leaf_spine_50g,TcpSwift,50000.0,0.009,3,49153/50000,49794.28,0.9959,0.1344,0.0007,0.0,1.0,logs/comparison-udp/leaf_spine_50g_TcpSwift.flowmonitor
udp_burst,lte_good,TcpBbr,50.0,30.0,3,49153/50000,16.69,0.3338,114.4324,0.2446,0.9281,0.487,logs/comparison-udp/lte_good_TcpBbr.flowmonitor
udp_burst,lte_good,TcpCubic,50.0,30.0,3,49153/50000,36.23,0.7246,88.2113,0.526,2.9567,0.9992,logs/comparison-udp/lte_good_TcpCubic.flowmonitor
udp_burst,lte_good,TcpNewReno,50.0,30.0,3,49153/50000,33.03,0.6605,59.4748,0.3836,0.1924,0.9997,logs/comparison-udp/lte_good_TcpNewReno.flowmonitor
udp_burst,lte_good,TcpSwift,50.0,30.0,3,49153/50000,37.21,0.7442,97.9402,1.034,0.0,0.9999,logs/comparison-udp/lte_good_TcpSwift.flowmonitor
udp_burst,lte_poor,TcpBbr,10.0,70.0,3,49153/50000,6.2,0.6198,210.8329,0.9109,4.1433,0.9541,logs/comparison-udp/lte_poor_TcpBbr.flowmonitor
udp_burst,lte_poor,TcpCubic,10.0,70.0,3,49153/50000,6.65,0.6655,262.6154,3.0259,7.7144,0.9839,logs/comparison-udp/lte_poor_TcpCubic.flowmonitor
udp_burst,lte_poor,TcpNewReno,10.0,70.0,3,49153/50000,6.35,0.6353,185.3897,1.8375,0.3617,0.9997,logs/comparison-udp/lte_poor_TcpNewReno.flowmonitor
udp_burst,lte_poor,TcpSwift,10.0,70.0,3,49153/50000,7.35,0.7349,304.5305,5.156,0.0,0.9997,logs/comparison-udp/lte_poor_TcpSwift.flowmonitor
udp_burst,mixed_large_flow,TcpBbr,12500.0,0.014,3,49153/50000,2412.19,0.193,0.0155,0.0001,0.0,1.0,logs/comparison-udp/mixed_large_flow_TcpBbr.flowmonitor
udp_burst,mixed_large_flow,TcpCubic,12500.0,0.014,3,49153/5000,12152.36,0.9722,4.47,0.0029,0.0007,1.0,logs/comparison-udp/mixed_large_flow_TcpCubic.flowmonitor
udp_burst,mixed_large_flow,TcpNewReno,12500.0,0.014,3,49153/5000,12152.42,0.9722,3.7728,0.0029,0.007,1.0,logs/comparison-udp/mixed_large_flow_TcpNewReno.flowmonitor
udp_burst,mixed_large_flow,TcpSwift,12500.0,0.014,3,49153/5000,12152.43,0.9722,0.5738,0.0029,0.0,1.0,logs/comparison-udp/mixed_large_flow_TcpSwift.flowmonitor
udp_burst,mixed_small_flow,TcpBbr,2000.0,0.014,3,49153/50000,127.13,0.0636,0.0384,0.0023,0.0,0.7227,logs/comparison-udp/mixed_small_flow_TcpBbr.flowmonitor
udp_burst,mixed_small_flow,TcpCubic,2000.0,0.014,3,49153/50000,1690.34,0.8452,4.502,0.0212,0.0007,0.9999,logs/comparison-udp/mixed_small_flow_TcpCubic.flowmonitor
udp_burst,mixed_small_flow,TcpNewReno,2000.0,0.014,3,49153/5000,1689.65,0.8448,5.1223,0.0212,0.0206,0.9999,logs/comparison-udp/mixed_small_flow_TcpNewReno.flowmonitor
udp_burst,mixed_small_flow,TcpSwift,2000.0,0.014,3,49153/50000,1690.27,0.8451,4.2113,0.0212,0.0,0.9999,logs/comparison-udp/mixed_small_flow_TcpSwift.flowmonitor
udp_burst,nr_5g_edge,TcpBbr,100.0,14.0,3,49153/50000,43.21,0.4321,49.5057,0.0798,0.3211,0.4791,logs/comparison-udp/nr_5g_edge_TcpBbr.flowmonitor
udp_burst,nr_5g_edge,TcpCubic,100.0,14.0,3,49153/50000,74.16,0.7416,28.5151,0.2659,0.0426,0.9994,logs/comparison-udp/nr_5g_edge_TcpCubic.flowmonitor
udp_burst,nr_5g_edge,TcpNewReno,100.0,14.0,3,49153/50000,69.4,0.694,27.8706,0.2119,0.0275,0.9976,logs/comparison-udp/nr_5g_edge_TcpNewReno.flowmonitor
udp_burst,nr_5g_edge,TcpSwift,100.0,14.0,3,49153/50000,75.71,0.7571,51.7716,0.5423,0.0,0.9999,logs/comparison-udp/nr_5g_edge_TcpSwift.flowmonitor
udp_burst,nr_5g_embb,TcpBbr,500.0,7.0,3,49153/5000,334.56,0.6691,35.7689,0.0142,0.0585,0.7305,logs/comparison-udp/nr_5g_embb_TcpBbr.flowmonitor
udp_burst,nr_5g_embb,TcpCubic,500.0,7.0,3,49153/50000,380.03,0.7601,12.4609,0.0884,0.0036,0.9999,logs/comparison-udp/nr_5g_embb_TcpCubic.flowmonitor
udp_burst,nr_5g_embb,TcpNewReno,500.0,7.0,3,49153/50000,368.72,0.7374,12.0518,0.0607,0.0049,0.9997,logs/comparison-udp/nr_5g_embb_TcpNewReno.flowmonitor
udp_burst,nr_5g_embb,TcpSwift,500.0,7.0,3,49153/50000,378.35,0.7567,11.8169,0.0917,0.0,1.0,logs/comparison-udp/nr_5g_embb_TcpSwift.flowmonitor
udp_burst,oversub_2to1_25g,TcpBbr,12500.0,0.009,3,49153/5000,6928.13,0.5543,0.0111,0.0002,0.0,1.0,logs/comparison-udp/oversub_2to1_25g_TcpBbr.flowmonitor
udp_burst,oversub_2to1_25g,TcpCubic,12500.0,0.009,3,49153/5000,12152.44,0.9722,4.4498,0.0029,0.0007,1.0,logs/comparison-udp/oversub_2to1_25g_TcpCubic.flowmonitor
udp_burst,oversub_2to1_25g,TcpNewReno,12500.0,0.009,3,49153/5000,12152.45,0.9722,3.774,0.0029,0.007,1.0,logs/comparison-udp/oversub_2to1_25g_TcpNewReno.flowmonitor
udp_burst,oversub_2to1_25g,TcpSwift,12500.0,0.009,3,49153/5000,12152.45,0.9722,0.5788,0.003,0.0,1.0,logs/comparison-udp/oversub_2to1_25g_TcpSwift.flowmonitor
udp_burst,oversub_2to1_50g,TcpBbr,25000.0,0.009,3,49153/5000,7478.78,0.2992,0.01,0.0,0.0,1.0,logs/comparison-udp/oversub_2to1_50g_TcpBbr.flowmonitor
udp_burst,oversub_2to1_50g,TcpCubic,25000.0,0.009,3,49153/5000,24700.36,0.988,4.4463,0.0014,0.0048,1.0,logs/comparison-udp/oversub_2to1_50g_TcpCubic.flowmonitor
udp_burst,oversub_2to1_50g,TcpNewReno,25000.0,0.009,3,49153/5000,24700.5,0.988,3.7712,0.0014,0.0037,1.0,logs/comparison-udp/oversub_2to1_50g_TcpNewReno.flowmonitor
udp_burst,oversub_2to1_50g,TcpSwift,25000.0,0.009,3,49153/5000,24700.51,0.988,0.2802,0.0015,0.0,1.0,logs/comparison-udp/oversub_2to1_50g_TcpSwift.flowmonitor
udp_burst,oversub_4to1_10g,TcpBbr,2500.0,0.009,3,49153/50000,166.9,0.0668,0.0519,0.0021,0.0,0.9877,logs/comparison-udp/oversub_4to1_10g_TcpBbr.flowmonitor
udp_burst,oversub_4to1_10g,TcpCubic,2500.0,0.009,3,49153/50000,2133.09,0.8532,4.3653,0.0168,0.0006,0.9999,logs/comparison-udp/oversub_4to1_10g_TcpCubic.flowmonitor
udp_burst,oversub_4to1_10g,TcpNewReno,2500.0,0.009,3,49153/5000,2131.83,0.8527,4.7795,0.0165,0.1213,0.9991,logs/comparison-udp/oversub_4to1_10g_TcpNewReno.flowmonitor
udp_burst,oversub_4to1_10g,TcpSwift,2500.0,0.009,3,49153/50000,2131.91,0.8528,3.3411,0.0168,0.0,0.9999,logs/comparison-udp/oversub_4to1_10g_TcpSwift.flowmonitor
udp_burst,oversub_4to1_40g,TcpBbr,10000.0,0.009,3,49153/5000,7014.24,0.7014,0.0111,0.0003,0.0,1.0,logs/comparison-udp/oversub_4to1_40g_TcpBbr.flowmonitor
udp_burst,oversub_4to1_40g,TcpCubic,10000.0,0.009,3,49153/5000,9643.3,0.9643,4.4595,0.0037,0.0001,1.0,logs/comparison-udp/oversub_4to1_40g_TcpCubic.flowmonitor
udp_burst,oversub_4to1_40g,TcpNewReno,10000.0,0.009,3,49153/5000,9643.3,0.9643,3.9009,0.0037,0.0089,1.0,logs/comparison-udp/oversub_4to1_40g_TcpNewReno.flowmonitor
udp_burst,oversub_4to1_40g,TcpSwift,10000.0,0.009,3,49153/5000,9643.3,0.9643,0.7317,0.0037,0.0,1.0,logs/comparison-udp/oversub_4to1_40g_TcpSwift.flowmonitor
udp_burst,rdma_like_25g,TcpBbr,25000.0,0.002,3,49153/50000,2.07,0.0001,0.0035,0.0,0.0,0.9999,logs/comparison-udp/rdma_like_25g_TcpBbr.flowmonitor
udp_burst,rdma_like_25g,TcpCubic,25000.0,0.002,3,49153/5000,24700.57,0.988,4.378,0.0014,0.0062,1.0,logs/comparison-udp/rdma_like_25g_TcpCubic.flowmonitor
udp_burst,rdma_like_25g,TcpNewReno,25000.0,0.002,3,49153/5000,24700.57,0.988,3.7617,0.0014,0.0038,1.0,logs/comparison-udp/rdma_like_25g_TcpNewReno.flowmonitor
udp_burst,rdma_like_25g,TcpSwift,25000.0,0.002,3,49153/5000,24700.57,0.988,0.2872,0.0014,0.0,1.0,logs/comparison-udp/rdma_like_25g_TcpSwift.flowmonitor
udp_burst,rdma_like_50g,TcpBbr,50000.0,0.002,3,49153/50000,2.09,0.0,0.0027,0.0,0.0,0.9999,logs/comparison-udp/rdma_like_50g_TcpBbr.flowmonitor
udp_burst,rdma_like_50g,TcpCubic,50000.0,0.002,3,49153/5000,49794.43,0.9959,2.3782,0.0007,0.0013,1.0,logs/comparison-udp/rdma_like_50g_TcpCubic.flowmonitor
udp_burst,rdma_like_50g,TcpNewReno,50000.0,0.002,3,49153/5000,49794.43,0.9959,2.2212,0.0007,0.0029,1.0,logs/comparison-udp/rdma_like_50g_TcpNewReno.flowmonitor
udp_burst,rdma_like_50g,TcpSwift,50000.0,0.002,3,49153/5000,49794.43,0.9959,0.1414,0.0007,0.0,1.0,logs/comparison-udp/rdma_like_50g_TcpSwift.flowmonitor
udp_burst,satellite_geo,TcpBbr,10.0,320.0,3,49153/50000,1.8,0.18,541.4142,1.452,12.3378,0.9754,logs/comparison-udp/satellite_geo_TcpBbr.flowmonitor
udp_burst,satellite_geo,TcpCubic,10.0,320.0,3,49153/50000,4.08,0.4075,437.5442,2.4816,0.3972,0.9712,logs/comparison-udp/satellite_geo_TcpCubic.flowmonitor
udp_burst,satellite_geo,TcpNewReno,10.0,320.0,3,49153/50000,1.99,0.1994,427.1093,2.0529,0.1765,0.9786,logs/comparison-udp/satellite_geo_TcpNewReno.flowmonitor
udp_burst,satellite_geo,TcpSwift,10.0,320.0,3,49153/50000,5.7,0.5698,530.7078,4.1987,0.0,1.0,logs/comparison-udp/satellite_geo_TcpSwift.flowmonitor
udp_burst,satellite_leo,TcpBbr,50.0,30.0,3,49153/50000,16.69,0.3338,114.4324,0.2446,0.9281,0.487,logs/comparison-udp/satellite_leo_TcpBbr.flowmonitor
udp_burst,satellite_leo,TcpCubic,50.0,30.0,3,49153/50000,36.23,0.7246,88.2113,0.526,2.9567,0.9992,logs/comparison-udp/satellite_leo_TcpCubic.flowmonitor
udp_burst,satellite_leo,TcpNewReno,50.0,30.0,3,49153/50000,33.03,0.6605,59.4748,0.3836,0.1924,0.9997,logs/comparison-udp/satellite_leo_TcpNewReno.flowmonitor
udp_burst,satellite_leo,TcpSwift,50.0,30.0,3,49153/50000,37.21,0.7442,97.9402,1.034,0.0,0.9999,logs/comparison-udp/satellite_leo_TcpSwift.flowmonitor
udp_burst,symmetric_low,TcpBbr,1000.0,0.03,3,49153/50000,49.08,0.0491,0.0995,0.0025,0.0,0.7523,logs/comparison-udp/symmetric_low_TcpBbr.flowmonitor
udp_burst,symmetric_low,TcpCubic,1000.0,0.03,3,49153/50000,792.96,0.793,5.3384,0.0451,0.0017,0.9999,logs/comparison-udp/symmetric_low_TcpCubic.flowmonitor
udp_burst,symmetric_low,TcpNewReno,1000.0,0.03,3,49153/50000,792.8,0.7928,6.2404,0.0451,0.0068,0.9999,logs/comparison-udp/symmetric_low_TcpNewReno.flowmonitor
udp_burst,symmetric_low,TcpSwift,1000.0,0.03,3,49153/50000,794.62,0.7946,8.4274,0.0477,0.0,0.9999,logs/comparison-udp/symmetric_low_TcpSwift.flowmonitor
udp_burst,wan_longhaul,TcpBbr,1000.0,26.0,3,49153/5000,401.31,0.4013,74.4264,0.0123,2.2791,0.7087,logs/comparison-udp/wan_longhaul_TcpBbr.flowmonitor
udp_burst,wan_longhaul,TcpCubic,1000.0,26.0,3,49153/5000,718.57,0.7186,32.0991,0.0223,0.2209,0.9998,logs/comparison-udp/wan_longhaul_TcpCubic.flowmonitor
udp_burst,wan_longhaul,TcpNewReno,1000.0,26.0,3,49153/5000,593.89,0.5939,29.9706,0.0153,0.1651,0.9824,logs/comparison-udp/wan_longhaul_TcpNewReno.flowmonitor
udp_burst,wan_longhaul,TcpSwift,1000.0,26.0,3,49153/50000,136.02,0.136,26.0636,0.0122,0.0,1.0,logs/comparison-udp/wan_longhaul_TcpSwift.flowmonitor
udp_burst,wan_metro,TcpBbr,1000.0,2.2,3,49153/50000,723.51,0.7235,5.3806,0.0061,0.0023,0.7271,logs/comparison-udp/wan_metro_TcpBbr.flowmonitor
udp_burst,wan_metro,TcpCubic,1000.0,2.2,3,49153/50000,802.95,0.803,6.721,0.0444,0.0015,0.9999,logs/comparison-udp/wan_metro_TcpCubic.flowmonitor
udp_burst,wan_metro,TcpNewReno,1000.0,2.2,3,49153/50000,801.87,0.8019,6.9437,0.0435,0.0033,0.9999,logs/comparison-udp/wan_metro_TcpNewReno.flowmonitor
udp_burst,wan_metro,TcpSwift,1000.0,2.2,3,49153/50000,801.06,0.8011,6.7067,0.0445,0.0,1.0,logs/comparison-udp/wan_metro_TcpSwift.flowmonitor
udp_burst,wifi_ac,TcpBbr,400.0,7.0,3,49153/5000,240.31,0.6008,20.9562,0.0168,0.1288,0.8114,logs/comparison-udp/wifi_ac_TcpBbr.flowmonitor
udp_burst,wifi_ac,TcpCubic,400.0,7.0,3,49153/50000,304.03,0.7601,12.9392,0.1083,0.0049,0.9999,logs/comparison-udp/wifi_ac_TcpCubic.flowmonitor
udp_burst,wifi_ac,TcpNewReno,400.0,7.0,3,49153/50000,294.97,0.7374,12.6082,0.0756,0.0065,0.9997,logs/comparison-udp/wifi_ac_TcpNewReno.flowmonitor
udp_burst,wifi_ac,TcpSwift,400.0,7.0,3,49153/50000,303.12,0.7578,15.4173,0.1126,0.0,1.0,logs/comparison-udp/wifi_ac_TcpSwift.flowmonitor
udp_burst,wifi_ax,TcpBbr,600.0,5.0,3,49153/5000,440.23,0.7337,13.7697,0.011,0.0599,0.9047,logs/comparison-udp/wifi_ax_TcpBbr.flowmonitor
udp_burst,wifi_ax,TcpCubic,600.0,5.0,3,49153/50000,457.2,0.762,10.1594,0.0776,0.0029,0.9999,logs/comparison-udp/wifi_ax_TcpCubic.flowmonitor
udp_burst,wifi_ax,TcpNewReno,600.0,5.0,3,49153/50000,448.86,0.7481,9.8084,0.0558,0.0045,0.9999,logs/comparison-udp/wifi_ax_TcpNewReno.flowmonitor
udp_burst,wifi_ax,TcpSwift,600.0,5.0,3,49153/50000,455.2,0.7587,10.6541,0.0763,0.0,1.0,logs/comparison-udp/wifi_ax_TcpSwift.flowmonitor
udp_burst,wifi_legacy,TcpBbr,10.0,30.0,3,49153/50000,4.68,0.4676,151.0313,1.0228,2.6405,0.8012,logs/comparison-udp/wifi_legacy_TcpBbr.flowmonitor
udp_burst,wifi_legacy,TcpCubic,10.0,30.0,3,49153/50000,7.32,0.7325,173.3643,2.7818,4.0037,0.9998,logs/comparison-udp/wifi_legacy_TcpCubic.flowmonitor
udp_burst,wifi_legacy,TcpNewReno,10.0,30.0,3,49153/50000,6.64,0.6644,144.1172,1.9466,0.594,0.9996,logs/comparison-udp/wifi_legacy_TcpNewReno.flowmonitor
